藏,书名,题材,朝代,页数,今译状态,source_url,复核说明,语体,语体依据
道藏,许真君仙传,人物传记,宋,1,无,无,仅见道藏原文，无今译,,
道藏,金莲正宗仙源像传,人物传记,元,2,无,无,仅见道藏原文，无今译,,
道藏,金莲正宗记,人物传记,元,1,无,无,仅见道藏原文，无今译,,
史藏,京口耆旧传,人物传记,宋,3,无,无,仅古籍原文网站,,
史藏,今献备遗,人物传记,明,7,无,无,仅古籍原文无今译,,
史藏,元名臣事略,人物传记,元,10,无,无,中华书局仅点校本,,
史藏,元朝名臣事略,人物传记,元,16,无,无,中华书局仅姚景安点校本,,
史藏,十七史百将传,人物传记,宋,4,无,无,仅网站译文无正式今译,,
史藏,古今列女传,人物传记,明,3,无,无,仅四库本无今译,,
史藏,台湾文献清史列传选,人物传记,清,22,无,无,未见今译本,,
史藏,史传三编,人物传记,清,21,无,无,仅四库本无今译,,
史藏,名卿绩纪,人物传记,明,3,无,无,仅古籍原文无今译,,
史藏,名臣碑传琬琰之集,人物传记,宋,19,无,无,仅古籍原文无今译,,
史藏,名臣碑传琬琰集,人物传记,宋,22,无,无,仅古籍原文无今译,,
史藏,吴耿尚孔四王全传,人物传记,清,2,无,无,仅古籍原文无今译,,
史藏,东林列传,人物传记,清,13,无,无,仅有原典无今译,,
史藏,中州人物考,人物传记,明,17,无,无,仅点校本无白话译注,,
艺藏,四巧工传,人物传记,清,1,无,无,未见白话今译版本,,
史藏,敬乡录,人物传记,元,7,无,无,仅四库及点校无白话译注,,
史藏,明儒言行录,人物传记,清,30,无,无,2025商务点校本无白话译,,
史藏,明名臣琬琰录,人物传记,明,9,无,无,仅四库原文无白话译注,,
史藏,明名臣琬琰续录,人物传记,明,8,无,无,仅四库原文无白话译注,,
史藏,春秋臣传,人物传记,宋,9,无,无,未见任何白话译注本,,
史藏,昭忠录,人物传记,宋,2,无,无,仅维基文库原文无今译,,
史藏,浦阳人物记,人物传记,明,3,无,无,仅原文及识典无正式今译,,
史藏,清代学人列传,人物传记,民国,23,无,无,仅原文版本无白话译注,,
史藏,嘉靖以来首辅传,人物传记,明,2,无,无,仅四库原文无今译,,
史藏,国宝新编,人物传记,明,2,无,无,仅古籍库原文无今译,,
史藏,奴才小史,人物传记,民国,3,无,无,仅古籍库原文无今译,,
史藏,宋名臣言行录,人物传记,宋,51,无,无,仅儒藏校点本无今译,,
史藏,小腆纪传,人物传记,清,71,无,无,仅中华书局点校本,,
史藏,廉吏传,人物传记,元,6,无,无,未见今译本,,
史藏,张积中传,人物传记,清,1,无,无,仅古籍库原文无今译,,
史藏,忠贞录,人物传记,明,3,无,无,仅古籍库原文无今译,,
史藏,清先正事略选,人物传记,清,7,无,无,仅原文无白话译注本,,
史藏,清耆献类征选编,人物传记,清,35,无,无,大型传记汇编无白话译本,,
史藏,百越先贤志,人物传记,明,5,无,无,仅原文无白话译注,,
史藏,福建通志列传选,人物传记,清,29,无,无,仅原文无白话译注,,
史藏,稗史集传,人物传记,清,1,无,无,仅原文无今译本,,
史藏,续吴先贤赞,人物传记,明,18,无,无,未见今译本,,
史藏,襄阳耆旧记,人物传记,魏晋南北朝,2,无,无,仅校补校注本无白话译,,
史藏,贫士传,人物传记,明,1,无,无,仅原文电子版无白话译注,,
史藏,轩辕黄帝传,人物传记,宋,2,无,无,仅维基文库原文无白话译,,
史藏,郑成功传,人物传记,清,13,无,无,仅学术考证无白话译注,,
史藏,钱塘先贤传赞,人物传记,宋,3,无,无,仅四库本原文无白话译注,,
史藏,韩忠献公遗事,人物传记,宋,2,无,无,仅维基文库原文无白话译,,
子藏,李文忠公事略,人物传记,清,18,无,无,梁启超近代著作无今译本,,
子藏,林灵素传,人物传记,宋,1,无,无,未见现代白话译注本,,
子藏,吴中往哲记,人物传记,明,1,无,无,仅原文无白话今译,,
子藏,奇女子传,人物传记,清,8,无,无,未见白话今译本,,
集藏,度阴宝卷,佛教故事,清,5,无,无,冷门宝卷未见今译,,
集藏,杏花宝卷,佛教故事,清,9,无,无,冷门宝卷未见今译,,
集藏,靖江宝卷,佛教故事,清,354,无,无,有整理汇编本但非白话今译,,
集藏,鱼篮宝卷,佛教故事,清,12,无,无,未检得整理译注出版信息,,
集藏,黄氏宝卷,佛教故事,清,8,无,无,未检得整理译注出版信息,,
道藏,弘道录,佛教故事,明,27,无,无,未见白话今译,,
佛藏,阿育王子法益坏目因缘经,佛教故事,魏晋南北朝,10,无,无,仅有大藏经原典无今译,,
佛藏,阿育王息坏目因缘经,佛教故事,魏晋南北朝,10,无,无,仅有大藏经原典无今译,,
佛藏,阿育王经,佛教故事,魏晋南北朝,11,无,无,仅CBETA原典无白话全译,,
佛藏,阿育王譬喻经,佛教故事,魏晋南北朝,1,无,无,仅有原典无今译,,
佛藏,阿那邠邸化七子经,佛教故事,魏晋南北朝,1,无,无,仅维基文库原典无今译,,
佛藏,阿阇世王授决经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,阿阇世王问五逆经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,阿难七梦经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,阿鸠留经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,隋天台智者大师别传,佛教故事,隋唐,1,无,无,仅有原典无今译,,
佛藏,隋天台智者大师别传终,佛教故事,隋唐,1,无,无,仅有原典无今译,,
佛藏,集神州三宝感通录,佛教故事,隋唐,3,无,无,仅原典点校无白话译注,,
佛藏,雪堂行拾遗录,佛教故事,宋,1,无,无,仅有原典无今译,,
佛藏,须摩提女经,佛教故事,魏晋南北朝,1,无,无,仅维基文库原典无今译,,
佛藏,须摩提女经之二,佛教故事,魏晋南北朝,2,无,无,仅维基文库原典无今译,,
佛藏,须摩提长者经,佛教故事,魏晋南北朝,2,无,无,仅有大藏经原典无今译,,
佛藏,频毗娑罗王诣佛供养经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,饿鬼报应经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,马鸣菩萨传,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,高僧摘要,佛教故事,清,8,无,无,仅有原典无今译,,
佛藏,黑氏梵志经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,龙树菩萨传,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,龙树菩萨传之二,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,龙王兄弟经,佛教故事,魏晋南北朝,1,无,无,仅有大藏经原典无今译,,
佛藏,卢至长者因缘经,佛教故事,魏晋南北朝,1,无,无,仅原文及网站自动对照无今译,,
佛藏,古音王传,佛教故事,明,2,无,无,未见任何白话今译,,
佛藏,名僧传抄,佛教故事,魏晋南北朝,4,无,无,仅原文电子版无今译,,
佛藏,唐大荐福寺故寺主翻经大德法藏和尚传,佛教故事,隋唐,2,无,无,仅网站自动对照无出版译注,,
佛藏,唐护法沙门法琳别传,佛教故事,隋唐,1,无,无,仅网站自动对照无出版译注,,
佛藏,善女人传,佛教故事,清,6,无,无,仅原文及影印本无白话今译,,
佛藏,善思童子经,佛教故事,隋唐,7,无,无,仅原文电子版无今译,,
佛藏,嗟袜曩法天子受三归获免恶道经,佛教故事,隋唐,1,无,无,仅有解读文章无完整今译,,
佛藏,国王不梨先泥十梦经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,地藏菩萨像灵验记,佛教故事,宋,2,无,无,仅原文电子版无今译,,
佛藏,大唐故三藏玄奘法师行状,佛教故事,隋唐,1,无,无,仅原文电子版无今译,,
佛藏,大唐故大德赠司空大辨正广智不空三藏行状,佛教故事,隋唐,1,无,无,仅原文电子版无今译,,
佛藏,大唐西域求法高僧传,佛教故事,隋唐,1,无,无,王邦维校注本以校注为主非白话,,
佛藏,大唐青龙寺三朝供奉大德行状,佛教故事,隋唐,1,无,无,仅原文电子版无今译,,
佛藏,大宋僧史略,佛教故事,宋,5,无,无,仅有校注本非白话今译,,
佛藏,大庄严论经,佛教故事,魏晋南北朝,57,无,无,未见可信白话今译,,
佛藏,大慧普觉禅师宗门武库,佛教故事,宋,2,无,无,仅原文电子版无今译,,
佛藏,大慧普觉禅师年谱,佛教故事,宋,4,无,无,仅原文电子版无今译,,
佛藏,大方便佛报恩经,佛教故事,魏晋南北朝,4,无,无,仅网站自动对照无出版译注,,
佛藏,大方广佛华严经感应传,佛教故事,隋唐,1,无,无,白话华严经为另书此传无今译,,
佛藏,大明高僧传,佛教故事,明,6,无,无,未见白话今译,,
佛藏,大目乾连冥间救母变文并图,佛教故事,隋唐,5,无,无,仅原文及英译研究无白话今译,,
佛藏,大集譬喻王经,佛教故事,隋唐,1,无,无,仅标点本无白话今译,,
佛藏,天台九祖传,佛教故事,宋,1,无,无,仅原文电子版无今译,,
佛藏,天台智者大师传论,佛教故事,宋,1,无,无,仅原文电子版无今译,,
佛藏,天尊说阿育王譬喻经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,天王太子辟罗经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,太子刷护经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,太子和休经,佛教故事,魏晋南北朝,1,无,无,仅藏经目录无白话今译,,
佛藏,太子慕魄经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,太子瑞应本起经,佛教故事,魏晋南北朝,2,无,无,搜索明确未见专门白话今译,,
佛藏,太子须大拏经,佛教故事,魏晋南北朝,1,无,无,搜索明确未见白话今译,,
佛藏,央掘魔罗经,佛教故事,魏晋南北朝,16,无,无,仅网站自动对照无出版译注,,
佛藏,如来成道经,佛教故事,隋唐,1,无,无,未见白话今译,,
佛藏,婆薮槃豆传,佛教故事,魏晋南北朝,1,无,无,仅原文无白话今译,,
佛藏,婆薮槃豆法师传,佛教故事,魏晋南北朝,1,无,无,仅原文无白话今译,,
佛藏,孝子经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,宋高僧传,佛教故事,宋,1,无,无,仅网站自动对照无出版今译,,
佛藏,定应大师布袋和尚传,佛教故事,宋,1,无,无,仅原文电子版无今译,,
佛藏,寄禅和尚行述,佛教故事,清,1,无,无,未见白话今译,,
佛藏,寺塔记,佛教故事,隋唐,1,无,无,仅个人博客译文无出版译注,,
佛藏,居士传,佛教故事,清,13,无,无,仅有校注本非白话今译,,
佛藏,师子素驮娑王断肉经,佛教故事,隋唐,1,无,无,仅佛网站白话无可信出版译注,,
佛藏,幻士仁贤经,佛教故事,魏晋南北朝,3,无,无,未见白话今译,,
佛藏,广清凉传,佛教故事,宋,6,无,无,清凉山志为另书此传无今译,,
佛藏,庐山记,佛教故事,宋,8,无,无,仅网站自动对照无出版译注,,
佛藏,府君存惠传,佛教故事,不详,1,无,无,未见任何白话今译,,
佛藏,异出菩萨本起经,佛教故事,魏晋南北朝,1,无,无,未见白话今译,,
佛藏,弊魔试目连经,佛教故事,魏晋南北朝,1,无,无,仅原文电子版无今译,,
佛藏,弘赞法华传,佛教故事,隋唐,6,无,无,仅原文电子版无今译,,
佛藏,弟子死复生经,佛教故事,魏晋南北朝,1,无,无,见正经为另书此经无今译,,
佛藏,往生西方净土瑞应传,佛教故事,隋唐,3,无,无,仅原文电子版无今译,,
佛藏,往生集,佛教故事,明,13,无,无,仅原文及注无完整白话今译,,
佛藏,律相感通传,佛教故事,隋唐,1,无,无,仅原文电子版无今译,,
佛藏,御制神僧传,佛教故事,明,19,无,无,未见白话今译,,
佛藏,心性罪福因缘集,佛教故事,清,2,无,无,仅原文电子版无今译,,
佛藏,悲华经,佛教故事,魏晋南北朝,6,无,无,仅网站自动对照无可信出版译注,,
佛藏,佛说阎罗王五天使者经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见白话今译,,
佛藏,佛说阿遬达经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说阿阇世王受决经,佛教故事,魏晋南北朝,1,无,无,仅见原文及电子藏经,,
佛藏,佛说阿阇世王女阿术达菩萨经,佛教故事,魏晋南北朝,3,无,无,仅见文言原文未见今译,,
佛藏,佛说阿阇世王经,佛教故事,魏晋南北朝,1,无,无,仅见原文未见可信今译,,
佛藏,佛说阿阇贳王女阿术达菩萨经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说阿难七梦经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说阿难同学经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说阿鸠留经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说除恐灾患经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说随勇尊者经,佛教故事,宋,1,无,无,未见白话今译,,
佛藏,佛说难提释经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说鞞摩肃经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说頞多和多耆经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说顶生王因缘经,佛教故事,宋,2,无,无,仅聚合站未见可信今译,,
佛藏,佛说顶生王故事经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说须摩提长者经,佛教故事,魏晋南北朝,2,无,无,仅见文言原文未见今译,,
佛藏,佛说须赖经,佛教故事,魏晋南北朝,3,无,无,仅见文言原文未见今译,,
佛藏,佛说须赖经-曹魏-白延,佛教故事,魏晋南北朝,2,无,无,仅见文言原文未见今译,,
佛藏,佛说须达经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说频婆娑罗王经,佛教故事,魏晋南北朝,1,无,无,未见可信白话今译,,
佛藏,佛说频婆裟罗王经,佛教故事,宋,1,无,无,仅见文言原文未见今译,,
佛藏,佛说马有三相经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说马有八态譬人经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说魔娆乱经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说鸯崛髻经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说鸯掘摩经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说鹦鹉经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说鹹水喻经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说黑氏梵志经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说龙施女经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说龙施菩萨本起经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,佛说龙王兄弟经,佛教故事,魏晋南北朝,1,无,无,仅见文言原文未见今译,,
佛藏,修行本起经,佛教故事,汉,4,无,无,仅见文言原文未见今译,,
佛藏,修西闻见录,佛教故事,清,11,无,无,未见白话今译,,
佛藏,僧伽斯那所撰菩萨本缘经,佛教故事,魏晋南北朝,2,无,无,菩萨本缘经未见今译,,
佛藏,僧伽罗刹所集佛行经,佛教故事,魏晋南北朝,8,无,无,仅见文言原文未见今译,,
佛藏,僧宝正续传,佛教故事,宋,3,无,无,未见白话今译,,
佛藏,入唐求法巡礼行记,佛教故事,隋唐,9,无,无,仅有校注点校本无白话今译,,
佛藏,八十八祖道影传赞,佛教故事,明,7,无,无,未见白话今译,,
佛藏,冥报记辑书,佛教故事,隋唐,3,无,无,辑书本未见白话今译,,
佛藏,净土往生传,佛教故事,宋,2,无,无,未见专门白话今译,,
佛藏,出曜经,佛教故事,魏晋南北朝,43,无,无,仅见原文未见白话今译,,
佛藏,北魏僧惠生使西域记,佛教故事,魏晋南北朝,1,无,无,未见白话今译,,
佛藏,千佛因缘经,佛教故事,魏晋南北朝,2,无,无,仅见文言原文未见今译,,
佛藏,华严感应缘起传,佛教故事,宋,3,无,无,未见白话今译,,
佛藏,华严经感应略记,佛教故事,隋唐,2,无,无,未见白话今译,,
佛藏,华严经持验记,佛教故事,清,3,无,无,未见白话今译,,
佛藏,南宋元明禅林僧宝传,佛教故事,清,6,无,无,未见白话今译,,
佛藏,南岳单传记,佛教故事,清,4,无,无,未见白话今译,,
佛藏,南海寄归内法传,佛教故事,隋唐,2,无,无,仅有校注解诂无白话今译,,
佛藏,南海观音菩萨出身修行传,佛教故事,明,5,无,无,本为明代白话小说无需今译,,
佛藏,惠果和尚行状,佛教故事,隋唐,1,无,无,未见白话今译,,
佛藏,惠远外传,佛教故事,不详,1,无,无,仅见古文本及慧远传记,,
佛藏,持诵金刚经灵验功德记,佛教故事,隋唐,2,无,无,仅金刚经本身有白话,,
佛藏,提婆菩萨传,佛教故事,魏晋南北朝,1,无,无,仅大正藏古文本,,
佛藏,摩登伽经,佛教故事,魏晋南北朝,1,无,无,仅见古文本无白话,,
佛藏,摩登女解形中六事经,佛教故事,魏晋南北朝,1,无,无,仅见古文本,,
佛藏,摩诃摩耶经,佛教故事,魏晋南北朝,3,无,无,仅维基文库古文本,,
佛藏,撰集三藏及杂藏传,佛教故事,魏晋南北朝,3,无,无,未见白话今译,,
佛藏,撰集百缘经,佛教故事,魏晋南北朝,4,无,无,仅古文本未见白话,,
佛藏,敦煌变文集新书,佛教故事,隋唐,48,无,无,本身校勘整理本非今译,,
佛藏,新修往生传,佛教故事,宋,3,无,无,未见白话今译,,
佛藏,新修科分六学僧传,佛教故事,元,59,无,无,未见白话今译,,
佛藏,无明罗刹集,佛教故事,魏晋南北朝,1,无,无,仅维基文库古文本,,
佛藏,明高僧传,佛教故事,明,3,无,无,仅梁高僧传有白话,,
佛藏,普曜经,佛教故事,魏晋南北朝,18,无,无,未见专门白话今译,,
佛藏,普达王经,佛教故事,魏晋南北朝,1,无,无,仅古文本未见白话,,
佛藏,智者大师别传注,佛教故事,宋,4,无,无,仅古文本无白话,,
佛藏,曹溪大师别传,佛教故事,隋唐,1,无,无,仅古文本无白话,,
佛藏,月上女经,佛教故事,魏晋南北朝,4,无,无,未见白话今译,,
佛藏,未生怨经,佛教故事,魏晋南北朝,1,无,无,未见白话今译,,
佛藏,武林西湖高僧事略,佛教故事,宋,2,无,无,仅维基文库古文本,,
佛藏,比丘避女恶名欲自杀经,佛教故事,魏晋南北朝,1,无,无,仅CBETA古文本,,
佛藏,永明道迹,佛教故事,明,1,无,无,未见白话今译,,
佛藏,沙弥罗经,佛教故事,魏晋南北朝,1,无,无,未见白话今译,,
佛藏,法华传记,佛教故事,隋唐,13,无,无,仅法华经本身有译注,,
佛藏,法华灵验传,佛教故事,清,6,无,无,未见白话今译,,
佛藏,法华经持验记,佛教故事,清,9,无,无,仅维基文库古文本,,
佛藏,法华经显应录,佛教故事,宋,11,无,无,仅古文本无白话,,
佛藏,法界宗五祖略记,佛教故事,清,1,无,无,未见白话今译,,
佛藏,海东高僧传,佛教故事,宋,1,无,无,仅维基文库古文本,,
佛藏,游方记抄,佛教故事,隋唐,3,无,无,未见该合集今译,,
佛藏,灯指因缘经,佛教故事,魏晋南北朝,1,无,无,未见白话今译,,
佛藏,炖煌录,佛教故事,隋唐,1,无,无,未见白话今译,,
佛藏,犍陀国王经,佛教故事,魏晋南北朝,1,无,无,仅古文本无白话,,
佛藏,玄宗朝翻经三藏善无畏赠鸿胪卿行状,佛教故事,隋唐,1,无,无,仅文言记载无白话,,
佛藏,现果随录,佛教故事,清,6,无,无,仅维基文库古文本,,
佛藏,琉璃王经,佛教故事,魏晋南北朝,1,无,无,仅古文本无白话,,
佛藏,生经,佛教故事,魏晋南北朝,10,无,无,未见专门白话今译,,
佛藏,申日儿本经,佛教故事,魏晋南北朝,1,无,无,仅古文本无白话,,
佛藏,白国因由,佛教故事,清,1,无,无,未见白话今译,,
佛藏,皇明名僧辑略,佛教故事,明,4,无,无,未见白话今译,,
佛藏,神僧传,佛教故事,明,5,无,无,仅原文及辞典条目无今译,,
佛藏,神异典二氏部汇考,佛教故事,清,4,无,无,古今图书集成残篇无白话译注,,
佛藏,神异典释教部纪事,佛教故事,清,3,无,无,古今图书集成残篇无白话译注,,
佛藏,禅林僧宝传,佛教故事,宋,5,无,无,仅见原文未见白话今译,,
佛藏,续武林西湖高僧事略,佛教故事,宋,1,无,无,未见白话今译,,
佛藏,续清凉传,佛教故事,宋,1,无,无,仅原文未见白话今译,,
佛藏,续高僧传,佛教故事,隋唐,1,无,无,仅网站机翻无正式译本,,
佛藏,罗湖野录,佛教故事,宋,2,无,无,仅原文未见白话今译,,
佛藏,胜军化世百喻伽他经,佛教故事,宋,3,无,无,仅原文未见白话今译,,
佛藏,舍卫国王梦见十事经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,舍头谏太子二十八宿经,佛教故事,魏晋南北朝,3,无,无,仅原文未见白话今译,,
佛藏,舍头谏经,佛教故事,魏晋南北朝,3,无,无,仅原文未见白话今译,,
佛藏,莲修起信录,佛教故事,清,8,无,无,未见白话今译,,
佛藏,菩萨投身饲饿虎起塔因缘经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,菩萨本生鬘论,佛教故事,宋,2,无,无,仅原文未见白话今译,,
佛藏,菩萨本缘经,佛教故事,魏晋南北朝,3,无,无,仅原文未见白话今译,,
佛藏,菩萨本行经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,菩萨睒子经,佛教故事,魏晋南北朝,1,无,无,仅原文及故事改写无今译,,
佛藏,蓱沙王五愿经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,补续高僧传,佛教故事,明,23,无,无,仅校笺本无白话今译,,
佛藏,补陀洛迦山传,佛教故事,元,2,无,无,仅原文未见白话今译,,
佛藏,西舫汇征,佛教故事,清,17,无,无,未见白话今译,,
佛藏,见闻录,佛教故事,清,1,无,无,未见白话今译,,
佛藏,辩意长者子经,佛教故事,魏晋南北朝,2,无,无,仅原文未见白话今译,,
佛藏,达摩出身传灯传,佛教故事,明,6,无,无,仅原文未见白话今译,,
佛藏,达摩宝传,佛教故事,明,10,无,无,仅原文未见白话今译,,
佛藏,过去现在因果经,佛教故事,魏晋南北朝,3,无,无,仅原文未见白话今译,,
佛藏,迦叶赴佛般涅槃经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,道宣律师感通录,佛教故事,隋唐,1,无,无,仅原文未见白话今译,,
佛藏,采花违王上佛授决号妙花经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,释迦如来应化录,佛教故事,清,9,无,无,仅原文未见白话今译,,
佛藏,释迦如来成道记,佛教故事,隋唐,1,无,无,仅原文及注疏无白话今译,,
佛藏,释迦如来行迹颂,佛教故事,元,3,无,无,仅原文未见白话今译,,
佛藏,释门自镜录,佛教故事,隋唐,5,无,无,仅原文未见白话今译,,
佛藏,金刚经受持感应录,佛教故事,清,4,无,无,感应录类未见白话今译,,
佛藏,金刚经感应传,佛教故事,隋唐,2,无,无,感应类未见白话今译,,
佛藏,金刚经感应分类辑要,佛教故事,清,2,无,无,感应类未见白话今译,,
佛藏,金刚经持验记,佛教故事,清,3,无,无,持验记仅原文无白话译,,
佛藏,金刚经新异录,佛教故事,明,2,无,无,仅原文未见白话今译,,
佛藏,金刚经灵验传,佛教故事,隋唐,5,无,无,灵验传仅原文无白话译,,
佛藏,金刚经鸠异,佛教故事,隋唐,2,无,无,仅原文未见白话今译,,
佛藏,金刚般若经集验记,佛教故事,隋唐,2,无,无,集验记仅原文无白话译,,
佛藏,金色王经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,金色童子因缘经,佛教故事,宋,10,无,无,仅原文未见白话今译,,
佛藏,银色女经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,长寿王经,佛教故事,魏晋南北朝,1,无,无,仅原文及故事改写无今译,,
佛藏,长者懊恼三处经,佛教故事,魏晋南北朝,1,无,无,仅原文未见白话今译,,
佛藏,佛说满愿子经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说灯指因缘经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说犊子经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说琉璃王经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说生经,佛教故事,魏晋南北朝,7,无,无,仅见古文原文未见白话今译,,
佛藏,佛说申日儿本经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说申日经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说白衣金幢二婆罗门缘经,佛教故事,宋,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说白衣金幢二婆罗门缘起经,佛教故事,宋,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说睒子经之三,佛教故事,魏晋南北朝,1,无,无,异译本仅见古文原文,,
佛藏,佛说睒子经之二,佛教故事,魏晋南北朝,1,无,无,异译本仅见古文原文,,
佛藏,佛说瞿昙弥记果经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说福力太子因缘经,佛教故事,宋,2,无,无,仅见古文原文未见白话今译,,
佛藏,佛说离垢施女经,佛教故事,魏晋南北朝,4,无,无,仅见古文原文未见白话今译,,
佛藏,佛说给孤长者女得度因缘经,佛教故事,宋,2,无,无,仅见古文原文未见白话今译,,
佛藏,佛说群牛譬经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说老母女六英经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说老母经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说耶祇经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说腹中女听经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说舍利弗摩诃目连游四衢经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说舍卫国王十梦经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说菩萨本行经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说菩萨睒子经,佛教故事,魏晋南北朝,1,无,无,异译本仅见古文原文,,
佛藏,佛说菩萨逝经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说萨罗国经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说蓱沙王五愿经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说譬喻经,佛教故事,隋唐,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说谏王经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说赖吒和罗所问德光太子经,佛教故事,魏晋南北朝,3,无,无,仅见古文原文未见白话今译,,
佛藏,佛说越难经,佛教故事,魏晋南北朝,1,无,无,仅见古文原文未见白话今译,,
佛藏,佛说辩意长者子所问经,佛教故事,魏晋南北朝,2,无,无,仅见古文原文未见白话今译,,
